nom_categoria;nom_sub_categoria;des_grupo_dados;cod_orgao_responsavel;nom_orgao_responsavel;nom_conjunto_dados;des_conjunto_dados;txt_url;des_frequencia_atualizacao;dth_ultima_atualizacao;nom_dicionario_dados;des_dicionario_dados;des_tipo_campo;num_ordem
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/TipoSessao;Descrição do tipo de sessão legislativa. Ex.: Ordinária, Preparatória.;Alfabético;8
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/CodigoSessao;Número que identifica uma sessão nos sistemas legislativos do Senado.;Numérico;10
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Casa;Informa a sigla da casa legislativa que realiza a sessão. Ex.: SF, CN.;Alfabético;11
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/SessaoLegislativa;Número sequencial da sessão legislativa dentro da legislatura.;Numérico;12
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/CodigoSituacaoSessao;Número que identifica uma situação de sessão nos sistems legislativos do Senado.;Numérico;14
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Materias/Materia/SiglaCasaIniciadora;Informa a sigla da casa iniciadora no processo bicameral. Ex.: SF.;Alfabético;17
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Materias/Materia/Apreciacao;Fase de apreciação. Ex.: Discussão, em turno único.;Alfanumérico;19
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Materias/Materia/NomeAutor;Nome do autor.;Alfanumérico;20
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Materias/Materia/DescricaoTipoPauta;Descrição do tipo de pauta. Ex.: ORDEM DO DIA.;Alfanumérico;22
Legislativo;Plenário;Sessões do Plenário do Congresso;490;SECRETARIA GERAL DA MESA;Agenda das sessões do plenário do Congresso em um período;Retorna a agenda das sessões do plenário do Congresso em um período (informa data de início e data de fim).;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_agendaXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Materias/Materia/SequenciaOrdem;Número sequencial do item da pauta.;Numérico;23
Legislativo;Plenário;Pronunciamentos de senadores;490;SECRETARIA GERAL DA MESA;Discursos de sessão plenária por período;Retorna os discursos ocorridos nas sessões plenárias do período informado.;https://legis.senado.leg.br/dadosabertos/docs/resource_PlenarioService.html#resource_PlenarioService_listaDiscursosSessaoXml_GET;A especificar;19/05/2021;Sessoes/Sessao/Pronunciamentos/Pronunciamento/Partido;Informa a sigla do partido do parlamentar.;Alfabético;1
Legislativo;Projetos e Matérias;Projetos e matérias em tramitação no Senado;490;SECRETARIA GERAL DA MESA;Matérias em tramitação no Senado;Lista as matérias que estão sendo analisadas pelo Senado (Ex.: projeto de lei, proposta de emenda à constituição, projeto de decreto legislativo e requerimento);http://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_listaMateriasTramitando_GET;Diário;12/03/2021;Materias/Materia/IdentificacaoMateria/DescricaoObjetivoProcesso;Indica em qual fase a matéria com tramitação bicameral se encontra. Exemplos: iniciadora, revisora.;Alfabético;10
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/CodigoMateria;Número que identifica a matéria nos sistemas legislativos do Senado.;Numérico;1
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/SiglaCasaIdentificacaoMateria;Sigla da casa legislativa em que a matéria tramita. Ex.: SF para Senado Federal e CN para Congresso Nacional.;Alfabético;2
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/NomeCasaIdentificacaoMateria;Nome da casa legislativa em que a matéria tramita. Ex.: Senado Federal e Congresso Nacional.;Alfabético;3
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/SiglaSubtipoMateria;Sigla do tipo de matéria. Ex.: PL para projeto de lei, PLP para projeto de lei complementar, PEC para proposta de emenda à constituição e RQS para requerimento.;Alfabético;4
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/DescricaoSubtipoMateria;Nome por extenso do tipo de matéria. Ex.: projeto de lei, projeto de lei complementar, proposta de emenda à constituição e requerimento.;Alfabético;5
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/NumeroMateria;Número que identifica a matéria. A identificação da matéria contém 3 partes, o tipo, o número e o ano da matéria. Ex.: PL nº 100, de 2019, PLP 4/2020, PEC 2/2020.;Alfanumérico;6
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/IdentificacaoMateria/AnoMateria;Ano em que a matéria foi apresentada (a partir de 2019, nas matérias bicamerais é o ano em que a matéria foi apresentada na casa iniciadora) e que a identifica. A identificação da matéria contém 3 partes, o tipo, o número e o ano da matéria. Ex.: PL nº 100, de 2019, PLP 4/2020, PEC 2/2020.;Numérico;7
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/CodigoEmenda;Número que identifica uma emenda nos sistemas legislativos do Senado.;Numérico;10
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/NumeroEmenda;Número que identifica a emenda.;Numérico;11
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/DataApresentacao;Data de apresentação da emenda.;Data;12
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/ColegiadoApresentacao;Colegiado em que a emenda foi apresentada.;Alfanumérico;13
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/DescricaoTurno;Especifica o turno em que a emenda foi apresentada.;Alfabético;14
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/DescricaoTipoEmenda;Informa o tipo de emenda. Ex.: total, parcial.;Alfabético;15
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/NomeAutor;Nome do autor da matéria.;Alfabético;16
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IndicadorAutorPrincipal;Indica se é este o autor principal ou primeiro autor da emenda.;Alfabético;18
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/NumOrdemAutor;Informa qual o número de ordem deste autor na lista de autores. Ex.: 1, 2.;Numérico;19
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IndicadorOutrosAutores;Informa se há outros autores não cadastrados. Ex.: sim, não.;Alfabético;20
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IdentificacaoParlamentar/CodigoParlamentar;Número que identifica um parlamentar nos sistemas legislativos do Senado.;Numérico;21
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IdentificacaoParlamentar/NomeCompletoParlamentar;Informa o nome completo do parlamentar.;Alfabético;23
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/SiglaTipoAutor;Informa o tipo de autor da matéria. Ex.: senador, deputado.;Alfabético;17
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IdentificacaoParlamentar/FormaTratamento;Informa a forma de tratamento. Ex.: deputado, senador.;Alfabético;25
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Emendas de matéria;Obtém as emendas de uma matéria;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_emendaMateriaXml_GET;Diário;20/04/2021;Materia/Emendas/Emenda/AutoriaEmenda/Autor/IdentificacaoParlamentar/SiglaPartidoParlamentar;Informa a sigla do partido do parlamentar.;Alfabético;26
Legislativo;Projetos e Matérias;Tabelas de apoio relacionadas a projetos e matérias;490;SECRETARIA GERAL DA MESA;Tipos de classificação;Retorna a lista de classificações de matéria.;https://legis.senado.leg.br/dadosabertos/dados/ListaClassificacoesMateria.xml;Diário;12/08/2021;ArvoreClassificacao/Classes/Classe/codigo;Número que identifica uma classificação ou classe nos sistemas legislativos do Senado.;Numérico;1
Legislativo;Projetos e Matérias;Tabelas de apoio relacionadas a projetos e matérias;490;SECRETARIA GERAL DA MESA;Tipos de classificação;Retorna a lista de classificações de matéria.;https://legis.senado.leg.br/dadosabertos/dados/ListaClassificacoesMateria.xml;Diário;12/08/2021;ArvoreClassificacao/Classes/Classe/nome;Nome da classe. Ex.: Administração Pública.;Alfabético;2
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/ApelidoMateria;Informa o apelido da matéria, como ela passou a ser conhecida pela mídia.;Alfabético;12
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/DataApresentacao;Data de apresentação da matéria.;Data;13
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/SiglaCasaLeitura;Informa em qual casa foi lida a matéria. Ex.: SF, CN.;Alfabético;14
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/Autoria/Autor/UfAutor;Informa a unidade federativa de origem do autor.;Alfabético;15
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/Autoria/Autor/IndicadorOutrosAutores;Informa se há outros autores não cadastrados. Ex.: sim, não.;Alfabético;16
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/Autoria/Autor/IdentificacaoParlamentar/UfParlamentar;Informa a unidade federativa de origem do parlamentar.;Alfabético;17
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Codigo;Número que identifica um veto no Siscon.;Numérico;1
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Materia/Codigo;Número que identifica uma matéria nos sistemas legislativos do Senado.;Numérico;2
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Materia/SiglaCasa;Sigla da casa legislativa em que a matéria tramita. Ex.: SF para Senado Federal e CN para Congresso Nacional.;Alfabético;3
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Materia/Descricao;Nome por extenso do tipo de matéria. Ex.: projeto de lei, projeto de lei complementar, proposta de emenda à constituição e requerimento.;Alfabético;6
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Materia/UrlRelatorias;Informa a URL contendo o(s) relator(es) da matéria.;Alfanumérico;12
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Total;Informa se o veto é total ou parcial. Ex.: Sim para total e Não para parcial.;Alfabético;13
Legislativo;Projetos e Matérias;Vetos;490;SECRETARIA GERAL DA MESA;Resultado de votação nominal de veto - por ano do veto;Relação de todos os vetos do Congresso, por ano.;https://www.congressonacional.leg.br/dados/docs/resource_PlenarioService.html#resource_PlenarioService_vetosXml_GET;Diário;19/05/2021;Vetos/Veto/Assunto;Informa um resumo sobre o que se trata a matéria.;Alfanumérico;14
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/EmentaMateria;Informa a ementa da matéria.;Alfabético;18
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/DataLeitura;Data de leitura na matéria em sessão plenária.;Data;19
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/NaturezaMateria/CodigoNatureza;Número que identifica uma natureza nos sistemas legislativos do Senado.;Numérico;20
Legislativo;Projetos e Matérias;Informações detalhadas de projetos e matérias;490;SECRETARIA GERAL DA MESA;Detalhamento de matéria por sigla, número, ano (e código da comissão para requerimento de comissão);Retorna informações detalhadas da matéria informada nos parâmetros "sigla", "número" e "ano". A partir de 2019, os requerimentos de comissões passam a ser numerados como os requerimentos das comissões temporárias, seguindo, portanto, o padrão: REQ 99/2019 - SIGLA_COMISSÃO. Dessa forma, para se buscar um requerimento de determinada comissão, deve-se informar sigla = "REQ", numero = &lt;número do requerimento na comissão&gt;, ano = &lt;ano do requerimento&gt; e comissao = &lt;código da comissão&gt;;https://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_materiaXml_GET;Diário;22/04/2021;Materia/DadosBasicosMateria/NaturezaMateria/NomeNatureza;Nome da natureza. Ex.: norma geral.;Alfabético;21
